planet_name,mass,radius,orbital_period,semi_major_axis,eccentricity,star_teff,star_mass,star_radius,distance_pc,hz_inner_au,hz_outer_au,earth_sized,in_hz,habitability_label
Kepler-1341 Ab,,0.2239,132.9955503,0.4498,0.0,4511.0,0.71,0.785,476.957,0.05257610829364408,0.12407961557300003,False,False,0
Kepler-134 b,,0.178,5.317429,0.06,,5983.0,,1.18,338.05,0.039640786313325835,0.09355225569944896,False,True,0
Kepler-134 c,,0.112,10.105785,0.092,,5983.0,,1.18,338.05,0.039640786313325835,0.09355225569944896,False,True,0
Kepler-135 b,,0.161,6.00253,0.067,,6090.0,,1.27,632.99,0.038944306159709105,0.09190856253691349,False,True,0
Kepler-135 c,,0.103,11.448708,0.103,,6090.0,,1.27,632.99,0.038944306159709105,0.09190856253691349,False,False,0
Kepler-1364 Ab,,0.2569,13.32191461,0.1284,0.0,6995.0,1.584,2.274,1427.01,0.0339057647623486,0.08001760483914269,False,False,0
Kepler-136 Ab,,0.1838,11.57890926,0.1062,0.0,6187.46,1.185,1.49,420.818,0.03833088610069858,0.09046089119764865,False,False,0
Kepler-136 Ac,,0.1731,16.39926461,0.134,0.0,6187.46,1.185,1.49,420.818,0.03833088610069858,0.09046089119764865,False,False,0
Kepler-137 b,,0.131,8.436387,0.077,,5187.0,,0.8,305.65,0.04572408415512405,0.10790883860609277,False,True,0
Kepler-137 c,,0.168,18.735753,0.13,,5187.0,,0.8,305.65,0.04572408415512405,0.10790883860609277,False,False,0
Kepler-138 b,0.00021,0.047,10.3126,0.0746,0.0,3841.0,0.52,0.44,66.99,0.06174715556173612,0.14572328712569724,False,True,0
Kepler-139 b,,0.262,15.771044,0.127,,5594.0,1.08,1.3,395.45,0.04239735869013737,0.1000577665087242,False,False,0
Kepler-139 c,,0.302,157.072878,0.586,,5594.0,1.08,1.3,395.45,0.04239735869013737,0.1000577665087242,False,False,0
Kepler-139 d,0.01466,1.695,7.305699922,0.076,,5594.0,1.08,1.3,395.45,0.04239735869013737,0.1000577665087242,False,True,0
Kepler-13 Ab,9.28,1.512,1.763588,0.03641,0.00064,7650.0,1.72,1.74,415.0,0.03100272215851352,0.07316642429409191,False,True,0
Kepler-140 Ab,,0.1231,3.254277742,0.0443,0.0,6108.41,1.15,1.191,583.859,0.038826932788177025,0.09163156138009777,False,True,0
Kepler-140 Ac,,0.1401,91.3514816,0.409,0.0,6108.41,1.15,1.191,583.859,0.038826932788177025,0.09163156138009777,False,False,0
Kepler-141 b,,0.062,3.107675,0.039,,4910.0,1.0,0.79,303.83,0.048303630246971166,0.11399656738285195,False,False,0
Kepler-141 c,,0.126,7.010606,0.067,,4910.0,1.0,0.79,303.83,0.048303630246971166,0.11399656738285195,False,True,0
Kepler-142 b,,0.178,2.024152,0.032,,5790.0,0.99,1.27,557.51,0.04096214585710335,0.09667066422276391,False,False,0
Kepler-142 c,,0.255,4.761702,0.057,,5790.0,0.99,1.27,557.51,0.04096214585710335,0.09667066422276391,False,True,0
Kepler-142 d,,0.193,41.809118,0.242,,5790.0,0.99,1.27,557.51,0.04096214585710335,0.09667066422276391,False,False,0
Kepler-143 b,,0.215,16.007583,0.127,,5848.0,,1.36,828.71,0.040555886544567106,0.09571189224517837,False,False,0
Kepler-143 c,,0.301,27.082511,0.181,,5848.0,,1.36,828.71,0.040555886544567106,0.09571189224517837,False,False,0
Kepler-1445 Ab,,0.0972,10.60052083,0.0948,0.0,6173.11,1.18,1.293,506.357,0.038419990007083696,0.09067117641671753,False,False,0
Kepler-144 b,,0.119,5.885273,0.066,,6075.0,1.03,1.24,389.22,0.039040464940350364,0.09213549725922686,False,True,0
Kepler-144 c,,0.12,10.104665,0.094,,6075.0,1.03,1.24,389.22,0.039040464940350364,0.09213549725922686,False,False,0
Kepler-1468 d,,0.29717,19.59059906,0.1456,0.0,5774.53,1.03,1.841,1899.24,0.041071883687958756,0.09692964550358267,False,False,0
Kepler-146 b,,0.331,31.158799,0.2,,6034.0,1.1,1.16,716.797,0.03930573823543726,0.09276154223563193,False,False,0
Kepler-146 c,,0.2792,76.732171,0.364,,6034.0,1.1,1.16,716.797,0.03930573823543726,0.09276154223563193,False,False,0
Kepler-147 b,,0.136,12.610584,0.113,,6012.0,1.01,1.47,1073.89,0.039449571608886964,0.09310098899697324,False,False,0
Kepler-147 c,,0.217,33.416423,0.216,,6012.0,1.01,1.47,1073.89,0.039449571608886964,0.09310098899697324,False,False,0
Kepler-1480 Ab,,0.3515,22.1270885,0.1525,0.0,4986.94,0.83,0.799,500.892,0.047558387410441764,0.11223779428864256,False,False,0
Kepler-1482 Ab,,0.09,12.25384348,0.1016,0.0,5567.9,0.98,0.977,442.0,0.042596099878343445,0.10052679571289053,False,False,0
Kepler-1488 c,,0.14729,6.158269882,0.0658,0.0,5757.09,1.03,1.9769,905.825,0.04119630308239552,0.09722327527445343,False,True,0
Kepler-1489 c,,0.0455,0.680741,0.0146,,5655.0,1.0,1.308,1283.05,0.04194002201814827,0.09897845196282991,False,False,0
Kepler-148 b,,0.161,1.729366,0.028,,5272.0,,0.85,809.42,0.04498687870118142,0.10616903373478814,False,False,0
Kepler-148 c,,0.321,4.180043,0.05,,5272.0,,0.85,809.42,0.04498687870118142,0.10616903373478814,False,True,0
Kepler-149 Ab,,0.3702,29.19899219,0.1815,0.0,5380.49,0.93,1.0,571.034,0.04407978167650687,0.1040282847565562,False,False,0
Kepler-149 Ac,,0.149,55.3291399,0.2779,0.0,5380.49,0.93,1.0,571.034,0.04407978167650687,0.1040282847565562,False,False,0
Kepler-149 Ad,,0.3818,160.0191598,0.5642,0.0,5380.49,0.93,1.0,571.034,0.04407978167650687,0.1040282847565562,False,False,0
Kepler-150 b,,0.112,3.428054,0.044,,5560.0,,0.94,914.4,0.0426566231137821,0.10066963054852575,False,True,0
Kepler-150 c,,0.329,7.381998,0.073,,5560.0,,0.94,914.4,0.0426566231137821,0.10066963054852575,False,True,0
Kepler-150 d,,0.249,12.56093,0.104,,5560.0,,0.94,914.4,0.0426566231137821,0.10066963054852575,False,False,0
Kepler-150 e,,0.278,30.826557,0.189,,5560.0,,0.94,914.4,0.0426566231137821,0.10066963054852575,False,False,0
Kepler-150 f,0.0283,0.325,637.2093,1.24,,5560.0,,0.94,914.4,0.0426566231137821,0.10066963054852575,False,False,0
Kepler-1513 Ab,0.152,0.76671,160.8842,0.5416,0.306,5491.0,0.943,0.95,349.247,0.04319264697006528,0.10193464684935406,False,False,0
Kepler-1514 b,5.28,1.108,217.83184,0.753,0.401,6145.0,1.2,1.29,389.3,0.03859574036006972,0.09108594724976454,True,False,0
Kepler-1514 c,,0.105,10.514181,0.0997,0.32,6145.0,1.2,1.29,389.3,0.03859574036006972,0.09108594724976454,False,False,0
Kepler-151 b,,0.273,15.228958,0.116,,5460.0,0.83,0.83,662.19,0.04343787994736785,0.10251339667578811,False,False,0
Kepler-151 c,,0.186,24.674612,0.16,,5460.0,0.83,0.83,662.19,0.04343787994736785,0.10251339667578811,False,False,0
Kepler-152 b,,0.249,18.207973,0.124,,5050.0,0.84,0.765,441.09,0.046964519705470976,0.1108362665049115,False,False,0
Kepler-152 c,,0.213,88.255055,0.356,,5050.0,0.84,0.765,441.09,0.046964519705470976,0.1108362665049115,False,False,0
Kepler-1530 d,,0.29245,9.20761013,0.0865,0.0,5338.57,0.92,0.817,489.876,0.04442590890680996,0.1048451450200715,False,True,0
Kepler-153 b,,0.261,18.870227,0.129,,5404.0,,0.89,465.53,0.043888013418325024,0.10357571166724706,False,False,0
Kepler-153 c,,0.226,46.90232,0.237,,5404.0,,0.89,465.53,0.043888013418325024,0.10357571166724706,False,False,0
Kepler-1540 Ab,,0.2801,125.4132302,0.4426,0.0,4323.0,0.676,0.695,244.96,0.05486255482596078,0.12947562938926743,False,False,0
Kepler-154 b,,0.202,33.040532,0.198,,5690.0,0.89,1.0,939.89,0.04168204297234243,0.09836962141472815,False,False,0
Kepler-154 c,,0.263,62.303276,0.303,,5690.0,0.89,1.0,939.89,0.04168204297234243,0.09836962141472815,False,False,0
Kepler-155 b,,0.186,5.931194,0.056,,4508.0,0.58,0.62,295.99,0.05261109683066292,0.1241621885203645,False,True,0
Kepler-155 c,,0.2,52.661793,0.242,,4508.0,0.58,0.62,295.99,0.05261109683066292,0.1241621885203645,False,False,0
Kepler-156 b,,0.205,4.973456,0.054,,5094.0,,0.81,449.22,0.04655885836525882,0.10987890574201081,False,True,0
Kepler-156 c,,0.227,15.906801,0.117,,5094.0,,0.81,449.22,0.04655885836525882,0.10987890574201081,False,False,0
Kepler-157 Ab,,0.118,1.732342,0.028,,5774.0,,1.04,791.27,0.04107565370845661,0.0969385427519576,False,False,0
Kepler-157 Ac,,0.2,13.5405,0.11,,5774.0,,1.04,791.27,0.04107565370845661,0.0969385427519576,False,False,0
Kepler-158 b,,0.189,16.709184,0.111,,4628.0,0.73,0.65,315.177,0.051246937016557574,0.12094277135907587,False,True,0
Kepler-158 c,,0.17,28.551383,0.158,,4628.0,0.73,0.65,315.177,0.051246937016557574,0.12094277135907587,False,False,0
Kepler-158 d,,0.0384,0.645088,0.0124,,4628.0,0.73,0.65,315.177,0.051246937016557574,0.12094277135907587,False,False,0
Kepler-159 b,,0.212,10.139623,0.082,,4625.0,,0.66,377.79,0.05128017827300074,0.12102122072428176,False,True,0
Kepler-159 c,,0.304,43.595792,0.218,,4625.0,,0.66,377.79,0.05128017827300074,0.12102122072428176,False,False,0
Kepler-15 b,0.66,0.96,4.942782,0.05714,0.06,5515.0,1.02,0.99,755.38,0.04300468259521821,0.10149105092471498,True,True,1
Kepler-1600 c,,0.17326,7.298049927,0.0689,0.0,5102.0,0.86,0.8658,1030.81,0.0464858534913031,0.10970661423947534,False,True,0
Kepler-160 b,,0.153,4.309397,0.05511,,5471.0,,1.12,962.92,0.04335054368719218,0.10230728310177355,False,True,0
Kepler-160 c,,0.335,13.699429,0.1192,,5471.0,,1.12,962.92,0.04335054368719218,0.10230728310177355,False,False,0
Kepler-1610 c,,0.1865,44.98529816,0.2323,0.0,5383.0,0.91,0.87,1063.0,0.04405922803504151,0.10397977816269796,False,False,0
Kepler-161 b,,0.189,4.921355,0.054,,4992.0,0.827,0.7993,434.632,0.04751018119243358,0.11212402761414325,False,True,0
Kepler-161 c,,0.183,7.06424,0.068,,4992.0,0.827,0.7993,434.632,0.04751018119243358,0.11212402761414325,False,True,0
Kepler-162 b,,0.112,6.919798,0.069,,5743.0,1.03,1.208,855.641,0.0412973749804333,0.09746180495382259,False,True,0
Kepler-162 c,,0.27,19.446355,0.137,,5743.0,1.03,1.208,855.641,0.0412973749804333,0.09746180495382259,False,False,0
Kepler-163 b,,0.094,7.810937,0.078,,5410.9,0.94,0.97,689.814,0.0438320472587977,0.10344363153076257,False,True,0
Kepler-163 c,,0.202,21.347262,0.152,,5410.9,0.94,0.97,689.814,0.0438320472587977,0.10344363153076257,False,False,0
Kepler-1647 (AB)b,1.52,1.06,1107.5923,2.7205,0.0581,6210.0,2.1885,1.79,1212.45,0.038191759180777524,0.09013255166663496,True,False,0
Kepler-1649 Ab,,0.091,8.689099,0.0514,,3240.0,0.2,0.23,92.43,0.07320087176315693,0.17275405736105034,False,False,0
Kepler-164 b,,0.126,5.03503,0.058,,5888.0,1.11,1.15,914.18,0.04028037101097629,0.09506167558590406,False,True,0
Kepler-164 c,,0.244,10.945723,0.097,,5888.0,1.11,1.15,914.18,0.04028037101097629,0.09506167558590406,False,False,0
Kepler-164 d,,0.219,28.986769,0.187,,5888.0,1.11,1.15,914.18,0.04028037101097629,0.09506167558590406,False,False,0
Kepler-1650 b,,0.086,1.53818001,0.0163,0.01,3410.0,0.33,0.33,120.5,0.06955156144065351,0.16414168499994228,False,False,0
Kepler-1651 Ab,,0.164,9.87863917,0.0619,0.13,3759.27,0.57,0.46,66.4074,0.06308959572274096,0.14889144590566866,False,False,0
Kepler-1652 b,,0.143,38.09722,0.1654,,3638.0,0.4,0.38,252.0,0.06519264005294899,0.15385463052495962,False,False,0
Kepler-1653 Ab,,0.194,140.2524,0.4706,,4807.0,0.72,0.69,755.0,0.04933863626224848,0.11643918157890641,False,False,0
Kepler-1654 b,0.5,0.819,1047.8356,2.026,0.26,5597.0,1.01,1.18,577.6,0.04237463364527933,0.10000413540285923,True,False,0
Kepler-1655 b,0.01573,0.197,11.8728787,0.103,0.0,6148.0,1.03,1.03,214.58,0.03857690704499486,0.09104150062618788,False,False,0
Kepler-1656 b,0.1504,0.448,31.562,0.1974,0.838,5731.0,1.03,1.1,186.88,0.041383846538584616,0.09766587783105969,False,False,0
Kepler-1657 b,1.93,0.99,141.241671,0.534,0.496,5830.0,1.01,0.96,946.59,0.04068110197472186,0.09600740066034359,True,False,0
Kepler-1658 b,5.88,1.07,3.84937278,0.0544,0.0628,6216.0,1.45,2.89,806.07,0.03815489454836365,0.09004555113413822,True,True,1
Kepler-1659 b,0.02832,0.17,13.6088,0.112293,0.0114,5370.0,1.02,0.97,1168.99,0.04416588910849692,0.10423149829605273,False,False,0
Kepler-1659 c,0.01447,0.17,20.4415,0.14728,0.014,5370.0,1.02,0.97,1168.99,0.04416588910849692,0.10423149829605273,False,False,0
Kepler-165 b,,0.207,8.180848,0.072,,5155.0,0.87,0.7278,560.885,0.04600791940109184,0.10857868978657674,False,True,0
Kepler-165 c,,0.199,15.31299,0.11,,5155.0,0.87,0.7278,560.885,0.04600791940109184,0.10857868978657674,False,False,0
Kepler-1662 b,0.2234,0.7904,134.4786723,0.5187,,5922.0,1.08,1.14,887.81,0.04004910917133206,0.09451589764434366,False,False,0
Kepler-1662 c,0.0472,0.4853,284.060953,0.8539,,5922.0,1.08,1.14,887.81,0.04004910917133206,0.09451589764434366,False,False,0
Kepler-1664 Ab,,0.271,14.3868,0.1189,,5945.95,1.081,1.146,593.62,0.03988779328999209,0.09413519216438133,False,False,0
Kepler-1665 Ab,,0.253,11.95474513,0.1006,0.0,5049.84,0.842,0.777,338.8,0.04696600773739929,0.11083977826026233,False,True,0
Kepler-1666 b,,0.257,25.8476,0.1761,,5818.75,1.084,1.21,1434.42,0.04075975501828201,0.09619302184314556,False,False,0
Kepler-1666 c,,0.289,40.7157,0.2383,,5818.75,1.084,1.21,1434.42,0.04075975501828201,0.09619302184314556,False,False,0
Kepler-1667 b,,0.266,83.5781,0.386,,5951.0,1.094,1.06,638.35,0.039853944633276496,0.09405530933453253,False,False,0
Kepler-1668 b,,0.388,15.434,0.124,,5328.33,1.065,1.05,1386.19,0.044511286746997364,0.10504663672291377,False,False,0
Kepler-1669 b,,0.248,9.51216,0.0729,,4303.0,0.67,0.714,543.444,0.05511755159484742,0.1300774217638399,False,True,0
Kepler-1669 c,,0.1696,1.609320045,0.0223,0.0,4303.0,0.67,0.714,543.444,0.05511755159484742,0.1300774217638399,False,False,0
Kepler-1669 d,,0.143,4.729469776,0.0468,0.0,4303.0,0.67,0.714,543.444,0.05511755159484742,0.1300774217638399,False,False,0
Kepler-166 b,,0.203,7.650254,0.072,,5413.0,,0.74,614.16,0.0438150424002639,0.10340350006462279,False,True,0
Kepler-166 c,,0.212,34.260281,0.195,,5413.0,,0.74,614.16,0.0438150424002639,0.10340350006462279,False,False,0
Kepler-1670 b,,0.299,20.4998,0.151,,5766.0,1.086,1.57,2198.41,0.04113264386275207,0.09707303951609489,False,False,0
Kepler-1671 b,,0.118,4.16787,0.0464,,5085.99,0.766,0.92,360.77,0.046632184591913955,0.11005195563691693,False,False,0
Kepler-1672 b,,0.265,150.878,0.5431,,5899.25,0.936,1.08,395.58,0.040203555454104915,0.0948803908716876,False,False,0
Kepler-1673 b,,0.262,33.7888,0.2114,,6220.81,1.1,1.04,742.78,0.0381253927563498,0.08997592690498553,False,False,0
Kepler-1674 b,,0.286,62.5611,0.3008,,5326.33,0.925,0.87,1042.07,0.044528000426678115,0.10508608100696035,False,False,0
Kepler-1675 b,,0.279,63.0382,0.3235,,5747.0,1.137,1.13,663.58,0.0412686313750876,0.09739397004520674,False,False,0
Kepler-1676 b,,0.301,29.9221,0.1931,,5893.0,1.07,0.88,,0.04024619455500228,0.09498101914980539,False,False,0
Kepler-1677 b,,0.241,22.064,0.1634,,5804.5,1.195,1.2,751.23,0.04085981988330234,0.09642917492459353,False,False,0
Kepler-1678 b,,0.295,147.974,0.5407,,5421.0,0.961,0.9,867.94,0.04375038268080214,0.10325090312669306,False,False,0
Kepler-1679 b,,0.185,9.75376,0.0892,,5358.25,0.996,0.9,932.63,0.04426273960950468,0.10446006547843104,False,True,0
Kepler-167 Ab,,0.15327,4.3931539,0.04825,0.0,4884.0,0.777,0.749,330.0,0.04856077487973555,0.1146034287161759,False,False,0
Kepler-167 Ac,,0.14935,7.406106,0.0684,0.0,4884.0,0.777,0.749,330.0,0.04856077487973555,0.1146034287161759,False,True,0
Kepler-167 Ad,,0.11045,21.80379,0.1404,0.0,4884.0,0.777,0.749,330.0,0.04856077487973555,0.1146034287161759,False,False,0
Kepler-167 Ae,4.0,0.9064,1071.23205,1.883,0.062,4884.0,0.777,0.749,330.0,0.04856077487973555,0.1146034287161759,True,False,0
Kepler-1680 b,,0.121,8.77424,0.0784,,4975.5,0.832,0.7,313.12,0.047667736812908944,0.11249585887846511,False,True,0
Kepler-1681 Ab,,0.228,69.8956,0.2985,,5173.08,0.724,0.89,652.25,0.045847120963261434,0.10819920547329698,False,False,0
Kepler-1682 b,,0.258,14.8334,0.1152,,5517.75,0.926,0.84,1197.63,0.04298324942460757,0.10144046864207389,False,False,0
Kepler-1683 b,,0.167,15.0337,0.1155,,5047.59,0.909,0.95,748.64,0.046986943177363544,0.11088918589857796,False,False,0
Kepler-1684 b,,0.256,47.7055,0.2259,,4787.0,0.672,0.6,633.05,0.04954477219816763,0.1169256623876756,False,False,0
Kepler-1685 b,,0.23,20.4905,0.1485,,5378.58,1.038,0.79,1178.83,0.04409543494986194,0.1040652264816742,False,False,0
Kepler-1686 b,,0.127,9.30987,0.0866,,5774.33,0.996,1.14,745.49,0.04107330625589955,0.09693300276392294,False,True,0
Kepler-1687 b,,0.148,5.77954,0.0522,,4249.0,0.565,0.65,422.02,0.055818033540274994,0.13173055915504897,False,False,0
Kepler-1688 b,,0.113,5.62012,0.0608,,4936.24,0.949,1.826,567.45,0.04804685844137004,0.1133905859216333,False,True,0
Kepler-1689 b,,0.084,8.483,0.0791,,5806.0,0.916,0.96,296.63,0.04084926360878891,0.09640426211674184,False,True,0
Kepler-168 b,,0.13,4.425391,0.056,,6282.0,,1.11,1396.0,0.03775403128185744,0.08909951382518357,False,True,0
Kepler-168 c,,0.24,13.193242,0.116,,6282.0,,1.11,1396.0,0.03775403128185744,0.08909951382518357,False,False,0
Kepler-1690 b,,0.251,234.636,0.7143,,5336.5,0.882,0.87,718.3,0.04444314148086356,0.10488581389483802,False,False,0
Kepler-1691 b,,0.164,3.8482,0.0514,,5753.0,1.221,1.21,1315.6,0.04122559091128602,0.097292394550635,False,True,0
Kepler-1692 b,,0.099,5.95966,0.0646,,4935.73,1.012,0.94,601.22,0.04805182303582823,0.11340230236455462,False,True,0
Kepler-1693 b,,0.115,12.0999,0.1015,,5432.34,0.95,0.8783,760.065,0.04365905383547945,0.10303536705173151,False,True,0
Kepler-1693 c,,0.087154,5.363709927,0.0588,0.0,5432.34,0.95,0.8783,760.065,0.04365905383547945,0.10303536705173151,False,True,0
Kepler-1694 b,,0.105,3.89526,0.0426,,4958.0,0.675,0.72,521.0,0.04783598719496338,0.11289292978011357,False,False,0
Kepler-1695 b,,0.1,4.7329,0.0526,,5437.0,0.865,0.95,809.5,0.043621634083617515,0.10294705643733734,False,True,0
Kepler-1696 b,,0.251,65.9409,0.3245,,5379.0,1.047,1.27,1571.34,0.04409199191534271,0.1040571009202088,False,False,0
Kepler-1697 b,,0.112,33.4969,0.2008,,5017.0,0.962,0.64,249.56,0.04727343522276828,0.11156530712573313,False,False,0
Kepler-1698 b,,0.096,1.2107,0.0199,,4945.83,0.717,0.74,223.78,0.047953695236720315,0.11317072075865994,False,False,0
Kepler-1699 b,,0.14,3.49082,0.0417,,5214.4,0.791,0.724,,0.04548381875433961,0.10734181226024148,False,False,0
Kepler-169 b,,0.101,3.250619,0.04,,4997.0,0.86,0.76,411.34,0.0474626424880185,0.11201183627172366,False,False,0
Kepler-169 c,,0.108,6.195469,0.062,,4997.0,0.86,0.76,411.34,0.0474626424880185,0.11201183627172366,False,True,0
Kepler-169 d,,0.112,8.348125,0.075,,4997.0,0.86,0.76,411.34,0.0474626424880185,0.11201183627172366,False,True,0
Kepler-169 e,,0.196,13.767102,0.105,,4997.0,0.86,0.76,411.34,0.0474626424880185,0.11201183627172366,False,True,0
Kepler-169 f,,0.23,87.090195,0.359,,4997.0,0.86,0.76,411.34,0.0474626424880185,0.11201183627172366,False,False,0
Kepler-16 (AB)b,0.333,0.7538,228.776,0.7048,0.00685,4450.0,0.8499,0.65,,0.053296814497219874,0.1257804822134389,False,False,0
Kepler-1700 b,,0.259,234.239,0.8017,,5885.0,1.249,1.14,732.73,0.040300904760004835,0.0951101352336114,False,False,0
Kepler-1701 b,,0.198,169.134,0.5689,,5116.26,0.864,0.83,594.1,0.046356288482725355,0.10940084081923185,False,False,0
Kepler-1702 b,,0.143,18.5012,0.1281,,5003.75,0.829,0.74,878.23,0.04739861594057026,0.11186073361974581,False,False,0
Kepler-1703 b,,0.1062,21.1876185,0.1462,,6001.0,0.858,1.255,887.064,0.03952188377147616,0.09327164570068373,False,False,0
Kepler-1703 c,,0.1079,31.8245304,0.1911,,6001.0,0.858,1.255,887.064,0.03952188377147616,0.09327164570068373,False,False,0
Kepler-1704 b,4.16,1.066,988.88112,2.027,0.92,5746.0,1.132,1.697,824.0,0.04127581352464818,0.09741091991816972,True,False,0
Kepler-1705 b,0.01406,0.1811,9.03502,0.08,0.033,5775.0,0.838,0.768,,0.04106854104114778,0.09692175685710876,False,True,0
Kepler-1705 c,0.01705,0.1829,11.28,0.0416,0.028,5775.0,0.838,0.768,,0.04106854104114778,0.09692175685710876,False,True,0
Kepler-1708 b,4.6,0.8886,737.1131,1.64,0.4,6157.0,1.088,1.117,1667.0,0.03852051721822778,0.09090842063501757,True,False,0
Kepler-1709 b,,0.27871,65.70459747,0.3192,0.0,5789.91,1.039,1.135,273.946,0.04096278258429379,0.09667216689893333,False,False,0
Kepler-170 b,,0.285,7.930592,0.08,,5679.0,,1.03,754.64,0.0417627794528312,0.09856015950868165,False,True,0
Kepler-170 c,,0.255,16.665863,0.131,,5679.0,,1.03,754.64,0.0417627794528312,0.09856015950868165,False,False,0
Kepler-1710 b,0.010997,0.2308,14.91094205,0.1157,0.0,5572.0,0.983,0.91,305.193,0.042564756732345374,0.10045282588833508,False,False,0
Kepler-1711 Ab,,0.17156,21.06080055,0.1463,0.0,5745.26,1.034,1.09,590.268,0.041281129924951775,0.09742346662288619,False,False,0
Kepler-1712 b,,0.20368,13.81499958,0.0903,0.0,3833.0,0.574,0.583,156.264,0.06187603039724197,0.14602743173749105,False,True,0
Kepler-1713 b,,0.153155,18.01160049,0.1469,0.0,6334.8,1.25,1.453,295.293,0.03743935475668189,0.08835687722576926,False,False,0
Kepler-1714 b,,0.2912,10.27530003,0.1047,0.0,6088.22,1.14,2.156,409.46,0.038955692224103014,0.09193543364888311,False,False,0
Kepler-1715 b,,0.3693,35.59730148,0.2178,0.0,6033.33,1.12,1.479,522.605,0.03931010312922192,0.09277184338496372,False,False,0
Kepler-1716 b,,0.216319,35.58100128,0.1916,0.0,4813.46,0.779,0.701,195.439,0.049272420361367586,0.11628291205282751,False,False,0
Kepler-1717 b,,0.26666,30.65279961,0.2014,0.0,6591.89,1.37,1.517,1008.79,0.03597918419643356,0.08491087470358322,False,False,0
Kepler-1718 b,,0.2291,135.1880035,0.4878,0.0,5839.24,1.053,0.933,375.522,0.04061672829214563,0.0958554787694637,False,False,0
Kepler-1719 b,,0.3524,6.149559975,0.0674,0.0,5752.63,1.03,1.843,905.406,0.04122824247563783,0.09729865224250528,False,True,0
Kepler-171 b,,0.209,4.166972,0.05,,5642.0,,0.84,885.43,0.042036658013581786,0.09920651291205303,False,True,0
Kepler-171 c,,0.228,11.463462,0.098,,5642.0,,0.84,885.43,0.042036658013581786,0.09920651291205303,False,True,0
Kepler-171 d,,0.169,39.595519,0.223,,5642.0,,0.84,885.43,0.042036658013581786,0.09920651291205303,False,False,0
Kepler-1720 b,,0.286897,12.70639992,0.1043,0.0,5340.0,0.92,0.793,629.445,0.044414012081016564,0.1048170685111991,False,True,0
